label,seconds
music,330
music,331
music,332
music,333
music,334
music,335
music,336
music,337
music,338
music,339
music,340
music,341
music,342
music,343
music,344
music,345
music,346
music,347
music,348
music,349
music,350
music,351
music,352
music,353
music,354
music,355
music,356
music,357
music,358
music,359
music,360
music,361
music,362
music,363
music,364
music,365
music,366
music,367
music,368
music,369
music,370
music,371
music,372
music,373
music,374
music,375
music,376
music,377
music,378
music,379
music,380
music,381
music,382
music,383
music,384
music,385
music,386
music,387
music,388
music,389
music,390
music,391
music,392
music,393
music,394
music,395
music,396
music,397
music,398
music,399
music,400
music,401
music,402
music,403
music,404
music,405
music,406
music,407
music,408
music,409
music,410
music,411
music,412
music,413
music,414
music,415
music,416
music,417
music,418
music,419
music,420
music,421
music,422
music,423
music,424
music,425
music,426
music,427
music,428
music,429
music,430
music,431
music,432
music,433
music,434
music,435
music,436
music,437
music,438
music,439
music,440
music,441
music,442
music,443
music,444
music,445
music,446
music,447
music,448
music,449
music,450
music,451
music,452
music,453
music,454
music,455
music,456
music,457
music,458
music,459
music,460
music,461
music,462
music,463
music,464
music,465
music,466
music,467
music,468
music,469
music,470
music,471
music,472
music,473
music,474
music,475
music,476
music,477
music,478
music,479
music,480
music,481
music,482
music,483
music,484
music,485
music,486
music,487
music,488
music,489
music,490
music,491
music,492
music,493
music,494
music,495
music,496
music,497
music,498
music,499
music,500
music,501
music,502
music,503
music,504
music,505
music,506
music,507
music,508
music,509
music,510
music,511
music,512
music,513
music,514
music,515
music,516
music,517
music,518
music,519
music,520
music,521
music,522
music,523
music,524
music,525
music,526
music,527
music,528
music,529
music,530
music,531
music,532
music,533
music,534
music,535
music,536
music,537
music,538
music,539
music,540
music,541
music,542
music,543
music,544
music,545
music,546
speech,547
speech,548
speech,549
speech,550
speech,551
speech,552
speech,553
speech,554
speech,555
speech,556
speech,557
speech,558
speech,559
speech,560
speech,561
speech,562
speech,563
speech,564
speech,565
speech,566
speech,567
speech,568
speech,569
speech,570
speech,571
speech,572
speech,573
speech,574
speech,575
speech,576
speech,577
speech,578
speech,579
speech,580
speech,581
speech,582
speech,583
speech,584
speech,585
speech,586
speech,587
speech,588
speech,589
speech,590
speech,591
speech,592
speech,593
speech,594
speech,595
speech,596
speech,597
speech,598
speech,599
speech,600
speech,601
speech,602
speech,603
speech,604
speech,605
speech,606
speech,607
speech,608
speech,609
speech,610
speech,611
speech,612
speech,613
speech,614
speech,615
speech,616
speech,617
speech,618
speech,619
speech,620
speech,621
speech,622
music,623
music,624
music,625
music,626
music,627
music,628
music,629
music,630
music,631
music,632
music,633
music,634
music,635
music,636
music,637
music,638
music,639
music,640
music,641
music,642
music,643
music,644
music,645
music,646
music,647
music,648
music,649
music,650
music,651
music,652
music,653
music,654
music,655
music,656
music,657
music,658
music,659
music,660
music,661
music,662
music,663
music,664
music,665
music,666
music,667
music,668
music,669
music,670
music,671
music,672
music,673
music,674
music,675
music,676
music,677
music,678
music,679
music,680
music,681
music,682
music,683
music,684
music,685
music,686
music,687
music,688
music,689
music,690
music,691
music,692
music,693
music,694
music,695
music,696
music,697
music,698
music,699
music,700
music,701
music,702
music,703
music,704
music,705
music,706
music,707
music,708
music,709
music,710
music,711
music,712
music,713
music,714
music,715
music,716
music,717
music,718
music,719
music,720
music,721
music,722
music,723
music,724
music,725
music,726
music,727
music,728
music,729
music,730
music,731
music,732
music,733
music,734
music,735
music,736
music,737
music,738
music,739
music,740
music,741
music,742
music,743
music,744
music,745
music,746
music,747
music,748
music,749
music,750
music,751
music,752
music,753
music,754
music,755
music,756
speech,757
speech,758
speech,759
speech,760
speech,761
speech,762
speech,763
speech,764
speech,765
speech,766
speech,767
speech,768
speech,769
speech,770
speech,771
speech,772
speech,773
speech,774
speech,775
speech,776
speech,777
speech,778
speech,779
speech,780
speech,781
speech,782
speech,783
speech,784
speech,785
speech,786
speech,787
speech,788
speech,789
speech,790
speech,791
speech,792
speech,793
speech,794
speech,795
music,796
music,797
music,798
music,799
music,800
music,801
music,802
music,803
music,804
music,805
music,806
music,807
music,808
music,809
music,810
music,811
music,812
music,813
music,814
music,815
music,816
music,817
music,818
music,819
music,820
music,821
music,822
music,823
music,824
music,825
music,826
music,827
music,828
music,829
music,830
music,831
music,832
music,833
music,834
music,835
music,836
music,837
music,838
music,839
music,840
music,841
music,842
music,843
music,844
music,845
music,846
music,847
music,848
music,849
music,850
music,851
music,852
music,853
music,854
music,855
music,856
music,857
music,858
music,859
music,860
music,861
music,862
music,863
music,864
music,865
music,866
music,867
music,868
music,869
music,870
music,871
music,872
music,873
music,874
music,875
music,876
music,877
music,878
music,879
music,880
music,881
music,882
music,883
music,884
music,885
music,886
music,887
music,888
music,889
music,890
music,891
music,892
music,893
music,894
music,895
music,896
music,897
music,898
music,899
music,900
music,901
music,902
music,903
music,904
music,905
music,906
music,907
music,908
music,909
music,910
music,911
music,912
music,913
music,914
music,915
music,916
music,917
music,918
music,919
music,920
music,921
music,922
music,923
music,924
music,925
music,926
music,927
music,928
music,929
music,930
music,931
music,932
music,933
music,934
music,935
music,936
music,937
music,938
music,939
music,940
music,941
music,942
music,943
music,944
music,945
music,946
music,947
music,948
music,949
music,950
music,951
music,952
music,953
music,954
music,955
music,956
music,957
music,958
music,959
music,960
music,961
music,962
music,963
music,964
music,965
music,966
music,967
music,968
music,969
music,970
music,971
music,972
music,973
music,974
music,975
music,976
music,977
music,978
music,979
music,980
music,981
music,982
music,983
music,984
music,985
music,986
music,987
music,988
music,989
music,990
music,991
music,992
music,993
music,994
music,995
music,996
music,997
music,998
music,999
music,1000
music,1001
music,1002
music,1003
music,1004
music,1005
music,1006
speech,1007
speech,1008
speech,1009
speech,1010
speech,1011
speech,1012
speech,1013
speech,1014
speech,1015
speech,1016
speech,1017
speech,1018
speech,1019
speech,1020
speech,1021
speech,1022
speech,1023
speech,1024
speech,1025
speech,1026
speech,1027
speech,1028
speech,1029
speech,1030
speech,1031
speech,1032
speech,1033
speech,1034
speech,1035
speech,1036
speech,1037
speech,1038
speech,1039
speech,1040
speech,1041
speech,1042
speech,1043
speech,1044
music,1045
music,1046
music,1047
music,1048
music,1049
music,1050
music,1051
music,1052
music,1053
music,1054
music,1055
music,1056
music,1057
music,1058
music,1059
music,1060
music,1061
music,1062
music,1063
music,1064
music,1065
music,1066
music,1067
music,1068
music,1069
music,1070
music,1071
music,1072
music,1073
music,1074
music,1075
music,1076
music,1077
music,1078
music,1079
music,1080
music,1081
music,1082
music,1083
music,1084
music,1085
music,1086
music,1087
music,1088
music,1089
music,1090
music,1091
music,1092
music,1093
music,1094
music,1095
music,1096
music,1097
music,1098
music,1099
music,1100
music,1101
music,1102
music,1103
music,1104
music,1105
music,1106
music,1107
music,1108
music,1109
music,1110
music,1111
music,1112
music,1113
music,1114
music,1115
music,1116
music,1117
music,1118
music,1119
music,1120
music,1121
music,1122
music,1123
music,1124
music,1125
music,1126
music,1127
music,1128
music,1129
music,1130
music,1131
music,1132
music,1133
music,1134
music,1135
music,1136
music,1137
music,1138
music,1139
music,1140
music,1141
music,1142
music,1143
music,1144
music,1145
music,1146
music,1147
music,1148
music,1149
music,1150
music,1151
music,1152
music,1153
music,1154
music,1155
music,1156
music,1157
music,1158
music,1159
music,1160
music,1161
music,1162
music,1163
music,1164
music,1165
music,1166
music,1167
music,1168
music,1169
music,1170
music,1171
music,1172
music,1173
music,1174
music,1175
music,1176
music,1177
music,1178
music,1179
music,1180
music,1181
music,1182
music,1183
music,1184
music,1185
music,1186
music,1187
music,1188
music,1189
music,1190
music,1191
music,1192
music,1193
music,1194
music,1195
music,1196
music,1197
music,1198
music,1199
music,1200
music,1201
music,1202
music,1203
music,1204
music,1205
music,1206
music,1207
music,1208
music,1209
music,1210
music,1211
music,1212
music,1213
music,1214
music,1215
music,1216
music,1217
music,1218
music,1219
music,1220
music,1221
music,1222
music,1223
music,1224
music,1225
music,1226
music,1227
music,1228
music,1229
music,1230
music,1231
music,1232
music,1233
music,1234
music,1235
music,1236
music,1237
music,1238
music,1239
music,1240
music,1241
music,1242
music,1243
music,1244
music,1245
music,1246
music,1247
music,1248
music,1249
music,1250
music,1251
music,1252
music,1253
music,1254
music,1255
music,1256
music,1257
music,1258
music,1259
music,1260
music,1261
music,1262
music,1263
music,1264
music,1265
music,1266
music,1267
music,1268
music,1269
music,1270
music,1271
music,1272
music,1273
music,1274
music,1275
music,1276
music,1277
music,1278
music,1279
music,1280
music,1281
music,1282
music,1283
music,1284
music,1285
music,1286
music,1287
music,1288
music,1289
music,1290
music,1291
music,1292
music,1293
music,1294
music,1295
music,1296
music,1297
music,1298
music,1299
music,1300
music,1301
music,1302
music,1303
music,1304
music,1305
music,1306
music,1307
music,1308
music,1309
music,1310
music,1311
music,1312
music,1313
music,1314
music,1315
music,1316
music,1317
music,1318
music,1319
music,1320
music,1321
music,1322
music,1323
music,1324
music,1325
music,1326
music,1327
music,1328
music,1329
music,1330
music,1331
music,1332
music,1333
music,1334
music,1335
speech,1336
speech,1337
speech,1338
speech,1339
speech,1340
speech,1341
speech,1342
speech,1343
speech,1344
speech,1345
speech,1346
speech,1347
speech,1348
speech,1349
speech,1350
speech,1351
speech,1352
speech,1353
speech,1354
speech,1355
speech,1356
speech,1357
speech,1358
speech,1359
speech,1360
speech,1361
speech,1362
speech,1363
speech,1364
speech,1365
speech,1366
speech,1367
speech,1368
speech,1369
speech,1370
speech,1371
speech,1372
speech,1373
speech,1374
speech,1375
speech,1376
speech,1377
speech,1378
speech,1379
speech,1380
speech,1381
speech,1382
speech,1383
speech,1384
speech,1385
speech,1386
speech,1387
speech,1388
speech,1389
speech,1390
speech,1391
speech,1392
music,1393
music,1394
music,1395
music,1396
music,1397
music,1398
music,1399
music,1400
music,1401
music,1402
music,1403
music,1404
music,1405
music,1406
music,1407
music,1408
music,1409
music,1410
music,1411
music,1412
music,1413
music,1414
music,1415
music,1416
music,1417
music,1418
music,1419
music,1420
music,1421
music,1422
music,1423
music,1424
music,1425
music,1426
music,1427
music,1428
music,1429
music,1430
music,1431
music,1432
music,1433
music,1434
music,1435
music,1436
music,1437
music,1438
music,1439
music,1440
music,1441
music,1442
music,1443
music,1444
music,1445
music,1446
music,1447
music,1448
music,1449
music,1450
music,1451
music,1452
music,1453
music,1454
music,1455
music,1456
music,1457
music,1458
music,1459
music,1460
music,1461
music,1462
music,1463
music,1464
music,1465
music,1466
music,1467
music,1468
music,1469
music,1470
music,1471
music,1472
music,1473
music,1474
music,1475
music,1476
music,1477
music,1478
music,1479
music,1480
music,1481
music,1482
music,1483
music,1484
music,1485
music,1486
music,1487
music,1488
music,1489
music,1490
music,1491
music,1492
music,1493
music,1494
music,1495
music,1496
music,1497
music,1498
music,1499
music,1500
music,1501
music,1502
music,1503
music,1504
music,1505
music,1506
music,1507
music,1508
music,1509
music,1510
music,1511
music,1512
music,1513
music,1514
music,1515
music,1516
music,1517
music,1518
music,1519
music,1520
music,1521
music,1522
music,1523
music,1524
music,1525
music,1526
music,1527
music,1528
music,1529
music,1530
music,1531
music,1532
music,1533
music,1534
music,1535
music,1536
music,1537
music,1538
music,1539
music,1540
music,1541
music,1542
music,1543
music,1544
music,1545
music,1546
music,1547
music,1548
music,1549
music,1550
music,1551
music,1552
music,1553
music,1554
music,1555
music,1556
music,1557
music,1558
music,1559
music,1560
music,1561
music,1562
music,1563
music,1564
music,1565
music,1566
music,1567
music,1568
music,1569
music,1570
music,1571
speech,1572
speech,1573
speech,1574
speech,1575
speech,1576
speech,1577
speech,1578
speech,1579
speech,1580
speech,1581
speech,1582
speech,1583
speech,1584
speech,1585
speech,1586
speech,1587
speech,1588
speech,1589
speech,1590
speech,1591
speech,1592
speech,1593
speech,1594
speech,1595
speech,1596
speech,1597
speech,1598
speech,1599
speech,1600
speech,1601
speech,1602
speech,1603
speech,1604
speech,1605
speech,1606
speech,1607
speech,1608
speech,1609
speech,1610
speech,1611
speech,1612
speech,1613
speech,1614
speech,1615
speech,1616
speech,1617
speech,1618
speech,1619
speech,1620
speech,1621
speech,1622
speech,1623
speech,1624
speech,1625
speech,1626
speech,1627
speech,1628
speech,1629
speech,1630
speech,1631
speech,1632
speech,1633
speech,1634
speech,1635
speech,1636
music,1637
music,1638
music,1639
music,1640
music,1641
music,1642
music,1643
music,1644
music,1645
music,1646
music,1647
music,1648
music,1649
music,1650
music,1651
music,1652
music,1653
music,1654
music,1655
music,1656
music,1657
music,1658
music,1659
music,1660
music,1661
music,1662
music,1663
music,1664
music,1665
music,1666
music,1667
music,1668
music,1669
music,1670
music,1671
music,1672
music,1673
music,1674
music,1675
music,1676
music,1677
music,1678
music,1679
music,1680
music,1681
music,1682
music,1683
music,1684
music,1685
music,1686
music,1687
music,1688
music,1689
music,1690
music,1691
music,1692
music,1693
music,1694
music,1695
music,1696
music,1697
music,1698
music,1699
music,1700
music,1701
music,1702
music,1703
music,1704
music,1705
music,1706
music,1707
music,1708
music,1709
music,1710
music,1711
music,1712
music,1713
music,1714
music,1715
music,1716
music,1717
music,1718
music,1719
music,1720
music,1721
music,1722
music,1723
music,1724
music,1725
music,1726
music,1727
music,1728
music,1729
music,1730
music,1731
music,1732
music,1733
music,1734
music,1735
music,1736
music,1737
music,1738
music,1739
music,1740
music,1741
music,1742
music,1743
music,1744
music,1745
music,1746
music,1747
music,1748
music,1749
music,1750
music,1751
music,1752
music,1753
music,1754
music,1755
music,1756
music,1757
music,1758
music,1759
music,1760
music,1761
music,1762
music,1763
music,1764
music,1765
music,1766
music,1767
music,1768
music,1769
music,1770
music,1771
music,1772
music,1773
music,1774
music,1775
music,1776
music,1777
music,1778
music,1779
music,1780
music,1781
music,1782
music,1783
music,1784
music,1785
music,1786
music,1787
speech,1788
speech,1789
speech,1790
speech,1791
speech,1792
speech,1793
speech,1794
speech,1795
speech,1796
speech,1797
speech,1798
speech,1799
speech,1800
speech,1801
speech,1802
speech,1803
speech,1804
speech,1805
speech,1806
speech,1807
speech,1808
speech,1809
speech,1810
speech,1811
speech,1812
speech,1813
speech,1814
speech,1815
speech,1816
speech,1817
speech,1818
speech,1819
speech,1820
speech,1821
speech,1822
speech,1823
speech,1824
speech,1825
speech,1826
speech,1827
speech,1828
speech,1829
speech,1830
speech,1831
speech,1832
speech,1833
speech,1834
speech,1835
speech,1836
speech,1837
speech,1838
speech,1839
speech,1840
speech,1841
speech,1842
speech,1843
speech,1844
speech,1845
speech,1846
speech,1847
speech,1848
speech,1849
speech,1850
speech,1851
speech,1852
speech,1853
speech,1854
speech,1855
speech,1856
speech,1857
speech,1858
speech,1859
speech,1860
speech,1861
speech,1862
speech,1863
speech,1864
speech,1865
speech,1866
speech,1867
speech,1868
speech,1869
speech,1870
speech,1871
speech,1872
speech,1873
speech,1874
speech,1875
speech,1876
speech,1877
speech,1878
speech,1879
speech,1880
speech,1881
speech,1882
speech,1883
speech,1884
speech,1885
speech,1886
speech,1887
speech,1888
speech,1889
speech,1890
speech,1891
speech,1892
speech,1893
speech,1894
speech,1895
speech,1896
speech,1897
speech,1898
speech,1899
speech,1900
speech,1901
speech,1902
speech,1903
speech,1904
speech,1905
speech,1906
speech,1907
speech,1908
speech,1909
speech,1910
speech,1911
speech,1912
speech,1913
speech,1914
speech,1915
speech,1916
speech,1917
speech,1918
speech,1919
speech,1920
speech,1921
speech,1922
speech,1923
speech,1924
speech,1925
speech,1926
speech,1927
speech,1928
speech,1929
speech,1930
speech,1931
speech,1932
speech,1933
speech,1934
speech,1935
speech,1936
music,1937
music,1938
music,1939
music,1940
music,1941
music,1942
music,1943
speech,1944
speech,1945
speech,1946
speech,1947
speech,1948
speech,1949
music,1950
music,1951
music,1952
music,1953
music,1954
music,1955
music,1956
music,1957
music,1958
music,1959
music,1960
music,1961
music,1962
music,1963
music,1964
music,1965
music,1966
music,1967
speech,1968
speech,1969
speech,1970
speech,1971
speech,1972
speech,1973
speech,1974
speech,1975
speech,1976
speech,1977
speech,1978
speech,1979
speech,1980
speech,1981
speech,1982
speech,1983
speech,1984
speech,1985
speech,1986
speech,1987
speech,1988
speech,1989
speech,1990
speech,1991
speech,1992
speech,1993
speech,1994
speech,1995
speech,1996
speech,1997
speech,1998
speech,1999
speech,2000
speech,2001
speech,2002
speech,2003
speech,2004
speech,2005
speech,2006
speech,2007
speech,2008
speech,2009
speech,2010
speech,2011
speech,2012
speech,2013
speech,2014
speech,2015
speech,2016
speech,2017
speech,2018
speech,2019
speech,2020
speech,2021
speech,2022
speech,2023
speech,2024
speech,2025
speech,2026
speech,2027
speech,2028
speech,2029
speech,2030
speech,2031
speech,2032
speech,2033
speech,2034
speech,2035
speech,2036
speech,2037
speech,2038
speech,2039
speech,2040
speech,2041
speech,2042
speech,2043
speech,2044
speech,2045
speech,2046
speech,2047
speech,2048
speech,2049
speech,2050
speech,2051
speech,2052
speech,2053
speech,2054
speech,2055
speech,2056
speech,2057
speech,2058
speech,2059
speech,2060
speech,2061
speech,2062
speech,2063
speech,2064
speech,2065
speech,2066
speech,2067
speech,2068
speech,2069
speech,2070
speech,2071
speech,2072
speech,2073
speech,2074
speech,2075
speech,2076
speech,2077
speech,2078
speech,2079
speech,2080
speech,2081
speech,2082
speech,2083
speech,2084
speech,2085
speech,2086
speech,2087
speech,2088
speech,2089
speech,2090
speech,2091
speech,2092
speech,2093
speech,2094
speech,2095
speech,2096
speech,2097
speech,2098
speech,2099
speech,2100
speech,2101
speech,2102
speech,2103
speech,2104
speech,2105
speech,2106
speech,2107
speech,2108
speech,2109
speech,2110
speech,2111
speech,2112
speech,2113
speech,2114
speech,2115
speech,2116
speech,2117
speech,2118
speech,2119
speech,2120
speech,2121
speech,2122
speech,2123
speech,2124
speech,2125
speech,2126
speech,2127
speech,2128
speech,2129
speech,2130
speech,2131
speech,2132
speech,2133
speech,2134
speech,2135
speech,2136
speech,2137
speech,2138
speech,2139
speech,2140
speech,2141
speech,2142
speech,2143
speech,2144
speech,2145
speech,2146
speech,2147
speech,2148
speech,2149
speech,2150
speech,2151
speech,2152
speech,2153
speech,2154
speech,2155
speech,2156
speech,2157
speech,2158
speech,2159
speech,2160
speech,2161
speech,2162
speech,2163
speech,2164
speech,2165
speech,2166
speech,2167
speech,2168
speech,2169
speech,2170
speech,2171
speech,2172
speech,2173
speech,2174
speech,2175
speech,2176
speech,2177
speech,2178
speech,2179
speech,2180
speech,2181
speech,2182
speech,2183
speech,2184
speech,2185
speech,2186
speech,2187
speech,2188
speech,2189
speech,2190
speech,2191
speech,2192
speech,2193
speech,2194
speech,2195
speech,2196
speech,2197
speech,2198
speech,2199
speech,2200
speech,2201
speech,2202
speech,2203
speech,2204
speech,2205
speech,2206
speech,2207
speech,2208
speech,2209
speech,2210
speech,2211
speech,2212
speech,2213
speech,2214
speech,2215
speech,2216
speech,2217
speech,2218
speech,2219
speech,2220
speech,2221
speech,2222
speech,2223
speech,2224
speech,2225
speech,2226
speech,2227
speech,2228
speech,2229
speech,2230
speech,2231
speech,2232
speech,2233
speech,2234
speech,2235
speech,2236
speech,2237
speech,2238
speech,2239
speech,2240
speech,2241
speech,2242
speech,2243
speech,2244
speech,2245
speech,2246
speech,2247
speech,2248
speech,2249
speech,2250
speech,2251
speech,2252
speech,2253
speech,2254
speech,2255
speech,2256
speech,2257
speech,2258
speech,2259
speech,2260
speech,2261
speech,2262
speech,2263
speech,2264
speech,2265
speech,2266
speech,2267
speech,2268
speech,2269
speech,2270
speech,2271
speech,2272
speech,2273
speech,2274
speech,2275
speech,2276
speech,2277
speech,2278
speech,2279
speech,2280
speech,2281
speech,2282
speech,2283
speech,2284
speech,2285
speech,2286
speech,2287
speech,2288
speech,2289
speech,2290
speech,2291
speech,2292
speech,2293
speech,2294
speech,2295
speech,2296
speech,2297
speech,2298
speech,2299
speech,2300
speech,2301
speech,2302
speech,2303
speech,2304
speech,2305
speech,2306
speech,2307
speech,2308
speech,2309
speech,2310
speech,2311
speech,2312
speech,2313
speech,2314
speech,2315
speech,2316
speech,2317
speech,2318
speech,2319
speech,2320
speech,2321
speech,2322
speech,2323
speech,2324
speech,2325
speech,2326
speech,2327
speech,2328
speech,2329
speech,2330
speech,2331
speech,2332
speech,2333
speech,2334
speech,2335
speech,2336
speech,2337
speech,2338
speech,2339
speech,2340
speech,2341
speech,2342
speech,2343
speech,2344
speech,2345
speech,2346
speech,2347
speech,2348
speech,2349
speech,2350
speech,2351
speech,2352
speech,2353
speech,2354
speech,2355
speech,2356
speech,2357
speech,2358
speech,2359
speech,2360
speech,2361
speech,2362
speech,2363
speech,2364
speech,2365
speech,2366
speech,2367
speech,2368
speech,2369
speech,2370
speech,2371
speech,2372
speech,2373
speech,2374
speech,2375
speech,2376
speech,2377
speech,2378
speech,2379
speech,2380
speech,2381
speech,2382
speech,2383
speech,2384
speech,2385
speech,2386
speech,2387
speech,2388
speech,2389
speech,2390
speech,2391
speech,2392
speech,2393
speech,2394
speech,2395
speech,2396
speech,2397
speech,2398
speech,2399
speech,2400
speech,2401
speech,2402
speech,2403
speech,2404
speech,2405
speech,2406
speech,2407
speech,2408
speech,2409
speech,2410
speech,2411
speech,2412
speech,2413
speech,2414
speech,2415
speech,2416
speech,2417
speech,2418
speech,2419
speech,2420
speech,2421
speech,2422
speech,2423
speech,2424
speech,2425
speech,2426
speech,2427
speech,2428
speech,2429
speech,2430
speech,2431
speech,2432
speech,2433
speech,2434
speech,2435
speech,2436
speech,2437
speech,2438
speech,2439
speech,2440
speech,2441
speech,2442
speech,2443
speech,2444
speech,2445
speech,2446
speech,2447
speech,2448
speech,2449
speech,2450
speech,2451
speech,2452
speech,2453
speech,2454
speech,2455
speech,2456
speech,2457
speech,2458
speech,2459
speech,2460
speech,2461
speech,2462
speech,2463
speech,2464
speech,2465
speech,2466
speech,2467
speech,2468
speech,2469
speech,2470
speech,2471
speech,2472
speech,2473
speech,2474
speech,2475
speech,2476
speech,2477
speech,2478
speech,2479
speech,2480
speech,2481
speech,2482
speech,2483
speech,2484
speech,2485
speech,2486
speech,2487
speech,2488
speech,2489
speech,2490
speech,2491
speech,2492
speech,2493
speech,2494
speech,2495
speech,2496
speech,2497
speech,2498
speech,2499
speech,2500
speech,2501
speech,2502
speech,2503
speech,2504
speech,2505
speech,2506
speech,2507
speech,2508
speech,2509
speech,2510
speech,2511
speech,2512
speech,2513
speech,2514
speech,2515
speech,2516
speech,2517
speech,2518
speech,2519
speech,2520
speech,2521
speech,2522
speech,2523
speech,2524
speech,2525
speech,2526
speech,2527
speech,2528
speech,2529
speech,2530
speech,2531
speech,2532
speech,2533
speech,2534
speech,2535
speech,2536
speech,2537
speech,2538
speech,2539
speech,2540
speech,2541
speech,2542
speech,2543
speech,2544
speech,2545
speech,2546
speech,2547
speech,2548
speech,2549
speech,2550
speech,2551
speech,2552
speech,2553
speech,2554
speech,2555
speech,2556
speech,2557
speech,2558
speech,2559
speech,2560
speech,2561
speech,2562
speech,2563
speech,2564
speech,2565
speech,2566
speech,2567
speech,2568
speech,2569
speech,2570
speech,2571
speech,2572
speech,2573
speech,2574
speech,2575
speech,2576
speech,2577
speech,2578
speech,2579
speech,2580
speech,2581
speech,2582
speech,2583
speech,2584
speech,2585
speech,2586
speech,2587
speech,2588
speech,2589
speech,2590
speech,2591
speech,2592
speech,2593
speech,2594
speech,2595
speech,2596
speech,2597
speech,2598
speech,2599
speech,2600
speech,2601
speech,2602
speech,2603
speech,2604
speech,2605
speech,2606
speech,2607
speech,2608
speech,2609
speech,2610
speech,2611
speech,2612
speech,2613
speech,2614
speech,2615
speech,2616
speech,2617
speech,2618
speech,2619
speech,2620
speech,2621
speech,2622
speech,2623
speech,2624
speech,2625
speech,2626
speech,2627
speech,2628
speech,2629
speech,2630
speech,2631
speech,2632
speech,2633
speech,2634
speech,2635
speech,2636
speech,2637
speech,2638
speech,2639
speech,2640
speech,2641
speech,2642
speech,2643
speech,2644
speech,2645
speech,2646
speech,2647
speech,2648
speech,2649
speech,2650
speech,2651
speech,2652
speech,2653
speech,2654
speech,2655
speech,2656
speech,2657
speech,2658
speech,2659
speech,2660
speech,2661
speech,2662
speech,2663
speech,2664
speech,2665
speech,2666
speech,2667
speech,2668
speech,2669
speech,2670
speech,2671
speech,2672
speech,2673
speech,2674
speech,2675
speech,2676
speech,2677
speech,2678
speech,2679
speech,2680
speech,2681
speech,2682
speech,2683
speech,2684
speech,2685
speech,2686
speech,2687
speech,2688
speech,2689
speech,2690
speech,2691
speech,2692
speech,2693
speech,2694
speech,2695
speech,2696
speech,2697
speech,2698
speech,2699
speech,2700
speech,2701
speech,2702
speech,2703
speech,2704
speech,2705
speech,2706
speech,2707
speech,2708
speech,2709
speech,2710
speech,2711
speech,2712
speech,2713
speech,2714
speech,2715
speech,2716
speech,2717
speech,2718
speech,2719
speech,2720
speech,2721
speech,2722
speech,2723
speech,2724
speech,2725
speech,2726
speech,2727
speech,2728
speech,2729
speech,2730
speech,2731
speech,2732
