,timestamp,label,chroma_stft,rmse,spec_cent,spec_bw,rolloff,zcr,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
10,11,music,0.1948365718126297,0.3631584346294403,2360.319533757896,2553.044877874509,5149.127197265625,0.09608043323863637,-63.30974197387695,89.35242462158203,2.266336679458618,21.21959686279297,6.335048198699951,10.886643409729004,0.20783914625644684,-1.0863943099975586,-6.863949298858643,0.5846298336982727,-5.704832077026367,7.816113471984863,6.3060150146484375,8.26974105834961,-1.323800802230835,-4.144975662231445,-4.583850383758545,1.894016981124878,-0.985834538936615,-2.2551164627075195
11,12,music,0.2045980989933014,0.3196941614151001,2118.532565215762,2540.3879751495215,4924.98612837358,0.07426313920454546,-96.74651336669922,91.8657455444336,14.97653579711914,29.949665069580078,16.573036193847656,16.888648986816406,-0.818057119846344,-3.219398260116577,-7.1125993728637695,2.263660430908203,-4.960587501525879,3.523906946182251,4.9255146980285645,17.987974166870117,8.042645454406738,1.0970531702041626,-5.461331844329834,-8.294658660888672,-1.744248867034912,4.834014415740967
12,13,music,0.21575318276882172,0.41537776589393616,2234.2790098874643,2689.9131488214225,5319.190562855114,0.07072310014204546,-65.17489624023438,92.23809051513672,20.625816345214844,27.02484703063965,13.786322593688965,17.021116256713867,5.1174702644348145,1.922215223312378,-5.4600911140441895,5.9998321533203125,-1.8530166149139404,7.142981052398682,5.497004985809326,5.854544162750244,-3.7371132373809814,-9.410924911499023,-7.633932113647461,2.2025094032287598,-1.3594675064086914,-6.423678398132324
13,14,music,0.20167535543441772,0.4265391528606415,2424.0483398775295,2765.6771236932937,5619.676624644886,0.084716796875,-67.3203125,86.18063354492188,13.938549995422363,25.991666793823242,14.614701271057129,11.197091102600098,2.7667126655578613,2.167219877243042,-6.154434680938721,-1.1282615661621094,-5.014557838439941,5.641201496124268,3.3666725158691406,4.661056041717529,-3.0523383617401123,-2.6958513259887695,-1.9149314165115356,2.0458130836486816,-4.500822067260742,-4.254675388336182
14,15,music,0.2293056845664978,0.42073866724967957,2008.3678831193554,2567.579477916387,4699.866277521307,0.05728426846590909,-60.34577560424805,101.4725570678711,19.444869995117188,33.411773681640625,17.54825210571289,14.913864135742188,5.7342915534973145,8.51656723022461,-1.9581454992294312,4.461729526519775,-3.4550788402557373,2.0899581909179688,0.6173391938209534,4.059650897979736,-4.3759684562683105,-4.1888322830200195,-6.443984508514404,-0.1312430202960968,-0.9731531143188477,3.2381744384765625
15,16,music,0.21756090223789215,0.448179692029953,2179.173955970168,2639.4743379102783,5084.772283380682,0.06714976917613637,-49.32685852050781,98.65547180175781,20.797468185424805,33.65031433105469,15.828439712524414,10.94257640838623,-1.321044921875,4.557209014892578,0.3912644386291504,5.069091320037842,-1.6022918224334717,5.422048568725586,-0.7458587884902954,1.5348846912384033,-5.496242046356201,-1.924352765083313,0.3154834806919098,1.3495914936065674,-5.3637871742248535,-1.358757734298706
16,17,music,0.2252107709646225,0.36877527832984924,2411.9931682394144,2699.7769589694813,5482.891845703125,0.09776722301136363,-43.84504318237305,97.86974334716797,14.457566261291504,18.889965057373047,11.447161674499512,10.556039810180664,3.5186257362365723,3.0506067276000977,-1.7783561944961548,4.555570125579834,0.19775095582008362,-0.08342298865318298,-5.921128749847412,-1.5551304817199707,-2.876418113708496,1.9407464265823364,-3.3954946994781494,-0.24835151433944702,1.6089625358581543,2.7114787101745605
17,18,music,0.2138298600912094,0.34609535336494446,2089.530168794717,2450.7798014170617,4687.386807528409,0.07862437855113637,-68.51509857177734,97.5514907836914,3.276190996170044,35.28529739379883,18.815011978149414,8.98185920715332,2.151110887527466,7.182727336883545,0.3649510145187378,1.4147331714630127,2.4925527572631836,11.608707427978516,4.917530536651611,5.378197193145752,-7.872652053833008,-7.139816761016846,-5.116044998168945,1.81504487991333,-6.19123649597168,-6.145564079284668
18,19,music,0.214212566614151,0.29630041122436523,2160.0203623816137,2440.280339614935,4752.72050337358,0.09145285866477272,-65.05429077148438,98.1053695678711,0.14298772811889648,26.764768600463867,15.0758056640625,9.442848205566406,0.3786713778972626,2.026427984237671,-2.318916082382202,0.9494372010231018,-3.492666721343994,1.4481067657470703,0.8983882665634155,5.391613960266113,-3.965090751647949,-2.6630866527557373,-3.1106855869293213,2.321059465408325,-0.9057435989379883,-1.5443838834762573
19,20,music,0.23222999274730682,0.4005283713340759,1996.6534256559469,2456.566488116265,4593.179043856534,0.06376509232954546,-59.02547836303711,108.73194122314453,7.297567367553711,26.679004669189453,22.043073654174805,15.035701751708984,5.61843729019165,5.97294282913208,-0.31853368878364563,5.150275707244873,-2.321086883544922,-4.557164192199707,-4.521632671356201,-0.1988268494606018,-2.177504777908325,4.501600742340088,2.0492734909057617,2.457644462585449,-4.333998203277588,-1.6019405126571655
20,21,music,0.1711883395910263,0.44435811042785645,2608.571894701389,2659.874103488529,5639.007568359375,0.10894220525568182,-72.77596282958984,84.90054321289062,1.3270149230957031,21.324857711791992,9.147648811340332,7.178452968597412,-2.0122575759887695,0.5098720192909241,-2.9530370235443115,1.9458857774734497,-3.3353662490844727,1.8742797374725342,-3.097914218902588,1.6077055931091309,-3.1374247074127197,0.05696204677224159,-1.3808211088180542,2.303391933441162,0.7779043316841125,1.3962241411209106
21,22,music,0.23426569998264313,0.41414105892181396,1976.1132340863624,2484.5304840846534,4622.542502663352,0.07215465198863637,-71.94483947753906,102.34831237792969,12.508118629455566,32.98763656616211,17.33467674255371,9.24726676940918,2.858398199081421,8.942419052124023,4.513179779052734,11.39229965209961,0.4885266423225403,-4.763509273529053,-9.926203727722168,0.8481020331382751,3.0285565853118896,2.4157254695892334,-7.7703657150268555,5.933265686035156,5.0178375244140625,-4.977146148681641
22,23,music,0.20160382986068726,0.3089021146297455,2392.792050475684,2499.21127971209,5119.029651988636,0.09616921164772728,-66.62043762207031,84.36703491210938,-5.924644470214844,25.114561080932617,8.552594184875488,2.450648784637451,-1.019368052482605,-2.3426527976989746,-3.476870059967041,12.122594833374023,11.173401832580566,15.919905662536621,3.733947515487671,-3.2293097972869873,-13.329802513122559,-6.86320686340332,-0.9853470325469971,2.2476682662963867,-3.566911220550537,-4.65164852142334
23,24,music,0.2289220243692398,0.2957027852535248,2104.1430703732517,2513.31754087341,4657.533957741477,0.07680442116477272,-59.81358337402344,99.88738250732422,5.816883087158203,20.193262100219727,19.189083099365234,9.31490707397461,-0.0764869973063469,6.148766994476318,0.024738484993577003,3.1112358570098877,-7.689302444458008,-4.317458629608154,-3.2550101280212402,5.153466701507568,1.089799404144287,3.8078668117523193,-1.2669943571090698,0.06739988923072815,-2.493910312652588,-3.5518903732299805
24,25,music,0.2277783900499344,0.4016367197036743,1913.4360820605225,2372.645852491668,4290.246027166193,0.06667258522727272,-54.97574234008789,116.52908325195312,9.582158088684082,21.186668395996094,19.355806350708008,19.181467056274414,4.393056392669678,6.103378772735596,0.8233497738838196,6.114368915557861,-0.4337818920612335,-0.6128118634223938,-4.691871166229248,-0.19057950377464294,-2.5594892501831055,2.8553731441497803,0.8097213506698608,3.009800672531128,1.6396571397781372,1.2360564470291138
25,26,music,0.21934686601161957,0.3308221101760864,2273.9596181371603,2655.1839516351074,5255.325039950284,0.08401766690340909,-37.68782424926758,95.2174072265625,11.508752822875977,22.507320404052734,13.304662704467773,11.727365493774414,-3.191072940826416,3.4551658630371094,-2.9201622009277344,4.208734512329102,-0.738503098487854,8.35516357421875,2.356010913848877,4.378561496734619,-4.678253173828125,-4.270958423614502,-6.764556407928467,-1.7044975757598877,-1.0783088207244873,0.5505821704864502
26,27,music,0.2160521000623703,0.36807841062545776,2322.4965294562135,2682.658597728979,5438.112571022727,0.08848987926136363,-44.216251373291016,92.12488555908203,7.8981242179870605,23.81804847717285,12.604205131530762,9.742616653442383,0.1802302747964859,1.9202336072921753,-3.8741416931152344,0.8850263357162476,-6.705030918121338,-1.1264315843582153,-0.08874882012605667,4.715324401855469,-3.6774673461914062,-4.716720104217529,-4.428943634033203,2.0867834091186523,-2.3495662212371826,-1.1750537157058716
27,28,music,0.2160160094499588,0.37882497906684875,2318.2564657006046,2740.450664510614,5494.147838245739,0.07064541903409091,-60.92657470703125,90.87598419189453,16.51232147216797,22.2900447845459,14.929577827453613,17.697616577148438,0.39193612337112427,-1.3385579586029053,-2.7439920902252197,5.17335844039917,0.18322038650512695,12.836908340454102,4.988770961761475,-0.24544857442378998,-9.899680137634277,-3.379835605621338,2.984516143798828,7.278094291687012,-3.7395873069763184,-5.411254405975342
28,29,music,0.21761564910411835,0.32607361674308777,1971.5240474280179,2473.1778222657695,4529.558216441761,0.06647283380681818,-82.12800598144531,99.34048461914062,13.487862586975098,28.94007682800293,15.154790878295898,18.056577682495117,3.711264133453369,0.3623882234096527,-8.02685832977295,3.1465630531311035,-1.0809439420700073,5.435232639312744,6.643055438995361,12.326547622680664,-0.8854318261146545,-3.9924156665802,-8.988724708557129,-3.709639549255371,-2.297206401824951,-2.4592878818511963
29,30,music,0.195990189909935,0.3160136938095093,2580.432914595198,2799.938148871898,5985.006991299716,0.10909756747159091,-61.12503433227539,78.58993530273438,17.536684036254883,20.069747924804688,9.225072860717773,12.592403411865234,3.3321785926818848,-1.5967788696289062,-9.461629867553711,0.4602733552455902,-1.0360894203186035,13.103939056396484,13.731921195983887,12.127872467041016,-8.121664047241211,-17.01628875732422,-9.0231351852417,4.630099773406982,1.0058751106262207,-9.067063331604004
30,31,music,0.17972026765346527,0.46180614829063416,2577.741291673582,2816.3133416397627,5982.560036399148,0.09707919034090909,-79.17261505126953,82.52815246582031,15.81231689453125,22.994569778442383,8.759726524353027,10.353001594543457,1.3832240104675293,2.008742094039917,-4.3546857833862305,3.4494893550872803,-2.229267120361328,7.4628071784973145,3.5802078247070312,7.8161845207214355,-0.6977661848068237,-1.2914830446243286,-3.3583567142486572,2.1908810138702393,0.12776526808738708,-1.5740011930465698
31,32,music,0.2375813126564026,0.34001022577285767,2134.9187732210175,2579.7433937020887,4971.478271484375,0.06851473721590909,-50.064796447753906,95.8475341796875,9.179167747497559,24.343944549560547,10.677046775817871,13.813898086547852,4.848768711090088,3.6511406898498535,-5.434482097625732,-0.39995190501213074,-9.01518726348877,4.121340274810791,2.789228677749634,4.136059761047363,-1.4812465906143188,1.3326127529144287,-3.215857744216919,4.06032657623291,-1.480461597442627,-4.00783109664917
32,33,music,0.22287563979625702,0.3677005171775818,2260.3097438810773,2641.172870431011,5251.899303089489,0.07844682173295454,-48.043331146240234,92.65128326416016,13.645590782165527,29.74382209777832,12.413260459899902,11.48979663848877,4.364864826202393,1.4578269720077515,-4.322997570037842,2.0467987060546875,-4.617546558380127,3.7056822776794434,4.034842014312744,10.397926330566406,4.896632194519043,-2.076456069946289,-6.565008163452148,-3.392604112625122,-2.759235143661499,1.392165184020996
33,34,music,0.23054394125938416,0.3714154064655304,2113.2847374344346,2612.140897030813,4904.18701171875,0.06552956321022728,-54.09272384643555,100.36405944824219,14.807099342346191,29.03901481628418,18.533790588378906,13.04709243774414,5.511812686920166,4.0742692947387695,-2.6215171813964844,5.252163410186768,-3.4995477199554443,-0.23522256314754486,-0.7944824695587158,0.7343255877494812,-5.253150463104248,-4.594311237335205,-6.539554119110107,0.757825493812561,-1.689808964729309,2.6445274353027344
34,35,music,0.21775317192077637,0.40587204694747925,2185.189555368365,2673.450082321484,5139.094682173295,0.07201038707386363,-48.80876159667969,96.59906768798828,17.319047927856445,29.30756187438965,19.84393310546875,16.127700805664062,6.228081226348877,6.665713310241699,-3.527499198913574,6.504940986633301,-5.124034404754639,3.124032735824585,0.14800888299942017,1.8509528636932373,-7.632084846496582,-6.063225269317627,-5.2410197257995605,1.5891690254211426,-0.036345742642879486,5.028304100036621
35,36,music,0.2176966816186905,0.39593636989593506,2405.751960320716,2721.8923262696267,5584.685169566761,0.0933837890625,-52.711204528808594,91.2874984741211,21.962303161621094,30.644554138183594,19.084247589111328,10.036603927612305,0.4445830285549164,3.502540349960327,-0.9362034201622009,8.772283554077148,3.6654322147369385,9.055741310119629,-1.2615386247634888,-6.638570785522461,-9.82182502746582,3.5327179431915283,0.28776705265045166,-4.05017614364624,-4.3005218505859375,3.496666669845581
36,37,music,0.2192908674478531,0.42226526141166687,2024.7287333138045,2491.8079803692613,4654.842307350852,0.06969105113636363,-70.66763305664062,103.75115203857422,13.110427856445312,27.359546661376953,14.051321983337402,12.421924591064453,1.665399193763733,3.037497043609619,0.24262318015098572,8.754962921142578,5.642709255218506,3.003608465194702,-6.990191459655762,-5.941160202026367,-7.659872531890869,-0.5672599673271179,-5.3697028160095215,-0.7085534930229187,2.9414281845092773,7.677499294281006
37,38,music,0.1991744190454483,0.30315205454826355,2351.319809855062,2463.0251927125664,5034.854403409091,0.10528009588068182,-61.41289138793945,91.08940887451172,-5.623003005981445,26.637346267700195,6.1385087966918945,4.279304504394531,0.8605896234512329,-2.7417993545532227,-6.402767658233643,1.2805348634719849,-0.06394921988248825,9.97518253326416,7.800007343292236,7.208134651184082,-3.923963785171509,-8.279525756835938,-11.643987655639648,-2.0602903366088867,-0.32837292551994324,-0.9600890874862671
38,39,music,0.23651264607906342,0.3782142698764801,1991.8587002376962,2454.4526262762124,4624.500066583807,0.06938032670454546,-62.01369857788086,103.16358184814453,10.81845474243164,34.60010528564453,17.053239822387695,12.135173797607422,6.790926933288574,7.568410873413086,-0.1019318550825119,2.277677297592163,-4.068723678588867,5.214393615722656,5.222569465637207,6.896202087402344,-1.9727540016174316,-4.315109729766846,-8.141257286071777,0.8756368160247803,0.7831575870513916,-3.582380771636963
39,40,music,0.2230309545993805,0.4236782491207123,1971.6748991729398,2501.5895798896704,4631.840931285511,0.05191317471590909,-67.50814819335938,107.93742370605469,15.693511962890625,31.719581604003906,20.003910064697266,12.870684623718262,4.813159465789795,8.193266868591309,0.7603011727333069,2.913461923599243,-3.5439071655273438,1.1439411640167236,-1.8810235261917114,3.891220808029175,0.46682098507881165,0.8660230040550232,-3.880129098892212,-4.349521160125732,-7.415338516235352,-0.544849157333374
40,41,music,0.22740770876407623,0.3353768289089203,2017.1946289471643,2434.459803033822,4521.483265269886,0.08022238991477272,-48.67411804199219,107.0838623046875,4.81031608581543,24.254749298095703,18.06531524658203,8.314212799072266,0.6018200516700745,3.1394906044006348,-6.332304000854492,3.5663743019104004,-1.0507755279541016,8.387100219726562,5.371899127960205,6.410888671875,-0.6327950954437256,-0.7740439772605896,-1.902659296989441,2.8574769496917725,0.3656362295150757,-3.671161651611328
41,42,music,0.21305832266807556,0.34956738352775574,2228.5437759634574,2624.1498319545467,5046.110395951705,0.08615944602272728,-53.9787712097168,99.57402038574219,9.689043998718262,19.041431427001953,17.42409324645996,8.935385704040527,-0.47223588824272156,3.4798882007598877,-3.61711049079895,6.108457565307617,-7.798883438110352,-0.3067474961280823,-4.961922645568848,3.6543145179748535,-1.8481158018112183,2.827777624130249,3.6252291202545166,7.620630264282227,0.13007913529872894,-5.963788986206055
42,43,music,0.19526714086532593,0.3559102714061737,2325.762604894862,2668.1688555149217,5400.429465553977,0.08097700639204546,-54.9900016784668,93.54016876220703,4.191856861114502,17.868972778320312,13.689733505249023,6.712671279907227,-3.5104856491088867,2.4073121547698975,-4.681936264038086,1.5459060668945312,-7.794234752655029,-3.5518393516540527,-6.72470235824585,4.595844268798828,2.425008535385132,4.047366619110107,3.4526824951171875,0.61428302526474,-7.816349506378174,-1.1523656845092773
43,44,music,0.2419370710849762,0.3693002462387085,2255.0892889811835,2652.757232060424,5257.282603870739,0.08409534801136363,-29.065143585205078,98.04740905761719,12.655709266662598,25.934703826904297,16.756248474121094,9.715821266174316,3.4106802940368652,7.594223499298096,-1.571250081062317,3.3000075817108154,-8.926370620727539,-1.4970946311950684,0.053195130079984665,10.515253067016602,8.88563346862793,9.76114559173584,-1.4854393005371094,-4.374414443969727,-8.241558074951172,-0.9195578098297119
44,45,music,0.23519964516162872,0.4034883379936218,2399.1925710332225,2663.852942930604,5476.529762961648,0.09598055752840909,-7.669172763824463,93.96666717529297,6.358984470367432,22.53691291809082,9.483017921447754,10.132508277893066,0.1584632247686386,7.187466144561768,-1.9309436082839966,5.358785629272461,-3.935274362564087,4.1805524826049805,-2.7030112743377686,6.952014446258545,2.7944116592407227,5.7178425788879395,-1.090034008026123,-4.353574275970459,-6.877357482910156,2.1154329776763916
45,46,music,0.2048308402299881,0.3690331280231476,2700.9422210437174,2809.3147175411245,5953.685968572443,0.11000754616477272,-39.2628059387207,79.33736419677734,16.00804328918457,27.079862594604492,15.887030601501465,15.212166786193848,-2.099252700805664,1.3966516256332397,-3.5342600345611572,3.149359941482544,-4.65716028213501,2.4151525497436523,-0.5663581490516663,8.278114318847656,7.118213176727295,3.875967502593994,-5.972887992858887,-6.853038311004639,-5.452881813049316,6.395864963531494
46,47,music,0.21907030045986176,0.41874152421951294,2917.905181277595,2740.10130742508,6047.649036754261,0.13405539772727273,-27.34172821044922,62.01152038574219,10.015796661376953,47.089820861816406,10.778383255004883,5.530422687530518,-2.8716180324554443,8.87675952911377,6.842374801635742,3.1124460697174072,-7.934245586395264,5.002979755401611,-3.847320556640625,-4.124507427215576,-1.2519950866699219,-0.5782907605171204,-1.541500449180603,2.7640018463134766,-5.975622177124023,-1.7574459314346313
47,48,music,0.21974247694015503,0.2531851828098297,2795.8715418655997,2564.2252038414404,5683.052756569602,0.11578924005681818,-55.24213790893555,57.33732986450195,1.0877079963684082,46.77834701538086,-3.5435755252838135,7.176117420196533,-7.245411396026611,7.63888692855835,9.424041748046875,0.1587408185005188,-4.78602409362793,-3.688290596008301,-17.55470085144043,-6.421159267425537,-2.7942657470703125,2.09077787399292,5.796652793884277,10.144232749938965,4.667462348937988,-2.411810874938965
48,49,music,0.22036343812942505,0.3380969166755676,2643.0713872333804,2631.3539538115124,5697.734485973011,0.1165771484375,-62.81278991699219,61.208499908447266,21.151697158813477,72.06279754638672,12.777767181396484,19.634511947631836,-10.518157958984375,23.41535758972168,1.8866060972213745,-16.33631134033203,3.3080174922943115,8.00852108001709,-12.350617408752441,-5.336546897888184,0.6023866534233093,-2.7769155502319336,-8.229724884033203,2.254465341567993,2.217177391052246,-2.7940924167633057
49,50,music,0.15850681066513062,0.40713760256767273,2517.4003442896856,2775.3818822611697,5748.386452414773,0.07821377840909091,-93.00132751464844,83.24888610839844,13.462571144104004,27.734037399291992,13.676239967346191,11.513993263244629,0.01817643642425537,3.163674831390381,-3.4129762649536133,-1.7807610034942627,-1.1860216856002808,5.20770788192749,-2.5672430992126465,1.1088786125183105,-2.478189468383789,-0.4273248612880707,-2.84017014503479,-1.0493416786193848,-3.594301700592041,-1.1486172676086426
50,51,music,0.1979108303785324,0.430215060710907,2174.051941910229,2622.661314743278,5045.621004971591,0.05640758167613636,-100.6849365234375,93.1490249633789,14.595605850219727,34.31052780151367,16.251020431518555,13.89156723022461,3.1604654788970947,4.437067031860352,-1.7199833393096924,5.238170146942139,0.47383928298950195,2.201978921890259,-2.941821813583374,0.3729597330093384,-3.9739692211151123,0.7597582340240479,-1.2908943891525269,2.4034855365753174,-0.2771337926387787,1.2229329347610474
51,52,music,0.20711749792099,0.35656502842903137,2398.410781238782,2740.332903293022,5588.355601917614,0.07296475497159091,-53.28755187988281,87.49713897705078,5.568611145019531,18.897384643554688,15.165722846984863,5.098429203033447,-1.5701006650924683,7.369436740875244,0.11764392256736755,0.9846789836883545,-5.235477924346924,4.803990364074707,-1.5756919384002686,-0.4059281349182129,2.3402764797210693,-1.5390453338623047,-6.419357776641846,2.7038302421569824,-3.801455497741699,-3.1842260360717773
52,53,music,0.21438106894493103,0.3565046787261963,2435.289115995846,2791.0715416214193,5669.839200106534,0.08338512073863637,-66.26310729980469,83.79511260986328,19.496231079101562,30.09027671813965,5.351362228393555,7.785337448120117,7.778222560882568,4.580163478851318,7.061039924621582,-6.666394233703613,-10.17793083190918,2.3113210201263428,-5.258133411407471,1.7367146015167236,4.780012130737305,-0.13340914249420166,-1.1973087787628174,-1.8971089124679565,-8.73177433013916,-2.23136043548584
53,54,music,0.2240721583366394,0.4548976719379425,2073.7887280428886,2616.237798828659,4848.885830965909,0.0595703125,-60.185791015625,98.4913101196289,18.107938766479492,32.066368103027344,17.625879287719727,18.295604705810547,11.059741020202637,7.630178928375244,0.5615761876106262,0.6348294615745544,-1.8158756494522095,2.8029980659484863,0.1619672179222107,1.6411441564559937,-0.289438396692276,0.5836513042449951,-2.6378672122955322,2.0437021255493164,-2.3802030086517334,-3.3953325748443604
54,55,music,0.20562724769115448,0.44065654277801514,2534.2082566827853,2878.159749339951,6004.582630504261,0.08948863636363637,-48.749794006347656,81.95875549316406,16.786771774291992,25.650861740112305,14.85205078125,12.867572784423828,4.7610182762146,1.3010139465332031,-0.9603831768035889,2.131047010421753,-1.7084908485412598,5.398380756378174,-3.8702361583709717,3.896103620529175,4.021774768829346,6.309760570526123,2.3742122650146484,0.39728784561157227,0.15783144533634186,1.6488280296325684
55,56,music,0.23129023611545563,0.4646216034889221,2012.2457531898506,2567.862730211641,4768.381014737216,0.05638538707386364,-67.33726501464844,99.7756576538086,22.177391052246094,34.96793746948242,14.47135066986084,13.500041961669922,3.889073371887207,6.144815444946289,-1.6212735176086426,3.106525182723999,-2.400752544403076,2.7266576290130615,-3.1509950160980225,0.8437244892120361,-3.9458494186401367,1.5679301023483276,-1.4288054704666138,1.130103349685669,-1.4317647218704224,0.016239600256085396
56,57,music,0.2309679388999939,0.4539346992969513,2213.3493497226755,2616.020588636868,5062.015602805398,0.07801402698863637,-59.61936950683594,91.08840942382812,13.798299789428711,35.316810607910156,12.358651161193848,9.368170738220215,4.465372562408447,8.905622482299805,2.3223936557769775,0.6545381546020508,-6.156255722045898,0.7680993676185608,0.8149127960205078,-3.4952688217163086,-2.243577003479004,-3.842977285385132,-6.281234264373779,4.458675861358643,0.5432208776473999,2.595942497253418
57,58,music,0.22981134057044983,0.264499306678772,2892.5304608310385,3010.1919110719564,6601.150235262784,0.11122824928977272,-48.40951156616211,68.47793579101562,27.64372444152832,18.48395538330078,-7.463927745819092,19.102827072143555,10.027166366577148,5.2320237159729,-0.01348473783582449,-2.0246663093566895,-1.1052608489990234,0.39450913667678833,-2.1989247798919678,-9.108377456665039,-3.546855926513672,-8.068955421447754,-9.158239364624023,9.449606895446777,0.9551295638084412,6.110826015472412
